Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold
40,Postgraduate,In couple,44989.00,369.00,25.07,Has child,1 child,98.00,0.00,106.00,49.00,10.00,106.00
46,Postgraduate,In couple,38443.00,38.00,8.33,Has child,2 children,32.00,0.00,5.00,0.00,0.00,1.00
36,Undergraduate,Alone,38593.00,177.00,12.87,Has child,1 child,51.00,12.00,49.00,17.00,24.00,24.00
44,Postgraduate,In couple,64413.00,279.00,14.30,Has child,1 child,200.00,5.00,44.00,0.00,10.00,20.00
33,Postgraduate,In couple,36959.00,62.00,12.23,Has child,1 child,25.00,6.00,25.00,6.00,0.00,0.00
37,Postgraduate,In couple,61996.00,1230.00,20.37,Has child,1 child,1050.00,12.00,144.00,0.00,0.00,24.00
46,Postgraduate,In couple,51287.00,182.00,6.20,Has child,2 children,117.00,0.00,22.00,13.00,0.00,30.00
44,Postgraduate,In couple,13260.00,49.00,13.57,Has child,2 children,9.00,4.00,17.00,10.00,2.00,7.00
48,Postgraduate,In couple,47472.00,75.00,12.77,Has child,2 children,56.00,0.00,11.00,0.00,0.00,8.00
58,Postgraduate,In couple,54603.00,227.00,15.07,Has child,2 children,145.00,13.00,46.00,17.00,2.00,4.00
40,Postgraduate,In couple,45207.00,215.00,23.10,Has child,2 children,203.00,0.00,10.00,0.00,0.00,2.00
63,Postgraduate,In couple,40689.00,444.00,18.83,Has child,1 child,270.00,3.00,27.00,39.00,6.00,99.00
47,Undergraduate,In couple,47821.00,47.00,11.63,Has child,2 children,9.00,0.00,16.00,6.00,6.00,10.00
63,Postgraduate,In couple,27450.00,143.00,17.90,No child,No child,37.00,12.00,23.00,8.00,11.00,52.00
31,Postgraduate,In couple,39453.00,55.00,6.13,Has child,1 child,46.00,0.00,7.00,0.00,0.00,2.00
43,Undergraduate,In couple,26850.00,63.00,5.63,Has child,2 children,31.00,1.00,13.00,7.00,2.00,9.00
59,Postgraduate,Alone,79800.00,1867.00,24.70,No child,No child,1060.00,21.00,530.00,32.00,0.00,224.00
53,Postgraduate,In couple,61794.00,611.00,12.83,Has child,1 child,264.00,47.00,188.00,54.00,47.00,11.00
59,Postgraduate,In couple,53863.00,473.00,4.67,Has child,1 child,399.00,4.00,30.00,6.00,4.00,30.00
55,Postgraduate,In couple,24221.00,55.00,13.67,No child,No child,8.00,9.00,9.00,2.00,5.00,22.00
30,Postgraduate,Alone,39684.00,81.00,24.07,Has child,1 child,19.00,0.00,35.00,6.00,4.00,17.00
39,Postgraduate,In couple,92163.00,2086.00,22.03,No child,No child,817.00,183.00,797.00,106.00,163.00,20.00
49,Postgraduate,Alone,69882.00,1478.00,10.93,No child,No child,292.00,127.00,635.00,132.00,127.00,165.00
37,Postgraduate,In couple,33178.00,49.00,8.23,Has child,1 child,12.00,6.00,2.00,11.00,2.00,16.00
42,Postgraduate,In couple,59973.00,382.00,12.93,No child,No child,130.00,30.00,168.00,20.00,34.00,0.00
39,Postgraduate,In couple,17459.00,69.00,12.67,Has child,1 child,6.00,4.00,16.00,3.00,10.00,30.00
45,Postgraduate,Alone,23910.00,67.00,23.60,Has child,1 child,16.00,12.00,18.00,7.00,1.00,13.00
45,Postgraduate,In couple,42169.00,30.00,11.67,Has child,2 children,19.00,0.00,9.00,0.00,0.00,2.00
36,Undergraduate,In couple,26224.00,63.00,16.23,Has child,1 child,4.00,7.00,15.00,13.00,9.00,15.00
33,Postgraduate,In couple,31089.00,79.00,25.93,Has child,1 child,31.00,3.00,31.00,2.00,8.00,4.00
53,Postgraduate,Alone,30081.00,42.00,19.67,Has child,1 child,36.00,0.00,2.00,0.00,0.00,4.00
54,Postgraduate,In couple,62807.00,819.00,25.47,Has child,1 child,526.00,28.00,135.00,10.00,21.00,99.00
59,Postgraduate,Alone,72906.00,1151.00,12.73,No child,No child,400.00,32.00,519.00,71.00,75.00,54.00
66,Postgraduate,In couple,61467.00,594.00,22.13,Has child,2 children,410.00,16.00,114.00,0.00,5.00,49.00
48,Postgraduate,In couple,49618.00,129.00,20.53,Has child,2 children,80.00,3.00,26.00,4.00,2.00,14.00
28,Postgraduate,Alone,21888.00,213.00,21.47,Has child,1 child,88.00,10.00,46.00,2.00,3.00,64.00
41,Postgraduate,Alone,42429.00,67.00,7.83,Has child,1 child,55.00,0.00,6.00,2.00,0.00,4.00
58,Postgraduate,Alone,26150.00,28.00,19.07,Has child,3 children,5.00,1.00,13.00,3.00,5.00,1.00
39,Undergraduate,In couple,30801.00,45.00,23.60,Has child,1 child,8.00,4.00,5.00,15.00,2.00,11.00
49,Postgraduate,In couple,81168.00,1193.00,5.00,No child,No child,410.00,0.00,592.00,147.00,22.00,22.00
45,Postgraduate,Alone,26877.00,268.00,13.70,No child,No child,101.00,13.00,76.00,20.00,18.00,40.00
70,Postgraduate,Alone,45006.00,266.00,14.77,No child,No child,162.00,25.00,53.00,16.00,0.00,10.00
41,Undergraduate,In couple,18978.00,37.00,22.07,Has child,1 child,2.00,8.00,1.00,4.00,7.00,15.00
47,Postgraduate,In couple,22574.00,37.00,11.37,Has child,3 children,25.00,0.00,8.00,2.00,0.00,2.00
45,Postgraduate,Alone,48240.00,882.00,23.13,No child,No child,389.00,91.00,248.00,64.00,49.00,41.00
40,Postgraduate,In couple,45837.00,373.00,14.50,Has child,2 children,215.00,13.00,87.00,17.00,17.00,24.00
49,Postgraduate,Alone,35791.00,35.00,17.20,Has child,3 children,27.00,0.00,5.00,0.00,0.00,3.00
38,Postgraduate,In couple,162397.00,107.00,16.27,Has child,2 children,85.00,1.00,16.00,2.00,1.00,2.00
36,Postgraduate,Alone,54162.00,42.00,18.83,Has child,2 children,5.00,6.00,10.00,6.00,5.00,10.00
54,Postgraduate,In couple,30522.00,326.00,25.93,Has child,1 child,179.00,8.00,83.00,19.00,11.00,26.00
53,Postgraduate,In couple,54456.00,404.00,15.00,Has child,1 child,352.00,0.00,27.00,10.00,0.00,15.00
43,Postgraduate,Alone,31632.00,95.00,14.90,No child,No child,17.00,8.00,12.00,11.00,15.00,32.00
65,Postgraduate,Alone,72298.00,939.00,6.93,No child,No child,625.00,35.00,169.00,58.00,17.00,35.00
36,Undergraduate,Alone,36975.00,33.00,9.33,Has child,1 child,10.00,6.00,11.00,0.00,4.00,2.00
59,Undergraduate,In couple,72635.00,981.00,16.27,No child,No child,390.00,22.00,323.00,104.00,35.00,107.00
38,Postgraduate,In couple,13624.00,36.00,20.73,Has child,1 child,10.00,2.00,15.00,2.00,1.00,6.00
39,Postgraduate,Alone,84196.00,1237.00,16.27,Has child,1 child,215.00,63.00,507.00,231.00,31.00,190.00
54,Postgraduate,In couple,70971.00,1825.00,24.77,Has child,1 child,1001.00,17.00,572.00,93.00,125.00,17.00
37,Postgraduate,Alone,34487.00,103.00,25.27,Has child,2 children,19.00,18.00,33.00,24.00,1.00,8.00
37,Postgraduate,Alone,28769.00,191.00,21.83,Has child,1 child,41.00,5.00,129.00,10.00,3.00,3.00
44,Postgraduate,In couple,69084.00,1586.00,10.63,Has child,1 child,1181.00,107.00,199.00,39.00,30.00,30.00
56,Postgraduate,In couple,65488.00,963.00,3.77,No child,No child,603.00,45.00,207.00,36.00,18.00,54.00
44,Undergraduate,In couple,62466.00,889.00,8.73,Has child,1 child,129.00,129.00,259.00,168.00,121.00,83.00
54,Undergraduate,Alone,32218.00,93.00,7.70,No child,No child,10.00,24.00,15.00,13.00,1.00,30.00
41,Postgraduate,Alone,83917.00,1587.00,17.80,No child,No child,514.00,22.00,732.00,42.00,198.00,79.00
52,Postgraduate,Alone,46102.00,16.00,6.93,Has child,3 children,14.00,0.00,1.00,0.00,0.00,1.00
62,Postgraduate,Alone,84574.00,1375.00,16.23,No child,No child,387.00,20.00,713.00,38.00,54.00,163.00
52,Postgraduate,In couple,56181.00,393.00,21.13,Has child,1 child,121.00,103.00,69.00,8.00,44.00,48.00
64,Postgraduate,Alone,63120.00,1477.00,24.53,Has child,1 child,965.00,69.00,279.00,54.00,41.00,69.00
43,Postgraduate,In couple,73691.00,1179.00,11.07,Has child,1 child,707.00,21.00,250.00,85.00,43.00,73.00
54,Postgraduate,In couple,63381.00,1005.00,24.30,Has child,1 child,571.00,50.00,142.00,33.00,50.00,159.00
66,Postgraduate,In couple,76140.00,1348.00,4.80,No child,No child,586.00,66.00,653.00,17.00,0.00,26.00
55,Postgraduate,Alone,62859.00,1307.00,21.43,Has child,1 child,1063.00,89.00,102.00,16.00,12.00,25.00
50,Postgraduate,Alone,45906.00,486.00,17.17,Has child,1 child,305.00,3.00,27.00,4.00,3.00,144.00
67,Postgraduate,In couple,77632.00,2252.00,19.10,No child,No child,1200.00,105.00,758.00,0.00,42.00,147.00
43,Postgraduate,In couple,46463.00,235.00,13.73,Has child,2 children,163.00,2.00,40.00,8.00,11.00,11.00
44,Postgraduate,In couple,105471.00,1724.00,20.70,No child,No child,1009.00,181.00,104.00,202.00,21.00,207.00
44,Postgraduate,Alone,55282.00,235.00,9.83,Has child,1 child,125.00,6.00,73.00,8.00,4.00,19.00
37,Postgraduate,In couple,78710.00,1092.00,4.47,Has child,1 child,721.00,0.00,152.00,119.00,50.00,50.00
56,Postgraduate,In couple,66886.00,599.00,12.77,Has child,1 child,315.00,4.00,62.00,41.00,31.00,146.00
54,Postgraduate,Alone,98777.00,2008.00,7.63,No child,No child,1000.00,19.00,711.00,125.00,115.00,38.00
29,Postgraduate,In couple,29103.00,48.00,25.60,Has child,1 child,16.00,0.00,17.00,6.00,3.00,6.00
40,Postgraduate,In couple,67445.00,1174.00,26.10,Has child,1 child,757.00,80.00,217.00,29.00,80.00,11.00
64,Postgraduate,In couple,50616.00,67.00,5.80,Has child,1 child,30.00,2.00,25.00,0.00,1.00,9.00
59,Postgraduate,Alone,49431.00,365.00,26.40,Has child,1 child,219.00,3.00,100.00,26.00,0.00,17.00
39,Postgraduate,Alone,153924.00,6.00,7.97,No child,No child,1.00,1.00,1.00,1.00,1.00,1.00
61,Postgraduate,In couple,61278.00,165.00,9.10,Has child,1 child,111.00,3.00,28.00,2.00,6.00,15.00
56,Undergraduate,In couple,26490.00,210.00,24.73,No child,No child,45.00,47.00,52.00,21.00,20.00,25.00
67,Postgraduate,In couple,73059.00,1095.00,13.30,Has child,1 child,410.00,112.00,420.00,0.00,82.00,71.00
48,Postgraduate,Alone,46734.00,223.00,11.60,Has child,3 children,100.00,1.00,39.00,6.00,1.00,76.00
51,Postgraduate,In couple,56253.00,597.00,22.20,Has child,1 child,509.00,0.00,65.00,7.00,11.00,5.00
29,Postgraduate,In couple,19986.00,22.00,10.80,Has child,1 child,3.00,6.00,5.00,0.00,2.00,6.00
39,Postgraduate,Alone,58330.00,1064.00,9.43,Has child,1 child,445.00,53.00,213.00,104.00,98.00,151.00
34,Undergraduate,In couple,25965.00,74.00,25.23,No child,No child,2.00,2.00,11.00,41.00,7.00,11.00
58,Postgraduate,In couple,14661.00,26.00,21.37,No child,No child,4.00,1.00,11.00,6.00,2.00,2.00
55,Postgraduate,In couple,18690.00,60.00,21.50,No child,No child,6.00,1.00,7.00,23.00,4.00,19.00
40,Postgraduate,In couple,45068.00,20.00,16.87,Has child,1 child,14.00,0.00,3.00,0.00,0.00,3.00
27,Undergraduate,Alone,21063.00,59.00,12.47,Has child,1 child,1.00,10.00,11.00,19.00,3.00,15.00
46,Postgraduate,In couple,29187.00,34.00,17.10,Has child,1 child,26.00,0.00,6.00,0.00,0.00,2.00
43,Undergraduate,In couple,54690.00,198.00,11.03,Has child,2 children,111.00,16.00,37.00,7.00,9.00,18.00
50,Postgraduate,In couple,59304.00,1048.00,14.40,Has child,1 child,418.00,61.00,428.00,80.00,51.00,10.00
52,Postgraduate,Alone,59247.00,574.00,11.00,Has child,2 children,327.00,9.00,122.00,19.00,14.00,83.00
44,Postgraduate,Alone,66731.00,1029.00,25.07,Has child,1 child,371.00,159.00,194.00,58.00,106.00,141.00
34,Postgraduate,In couple,77353.00,670.00,9.73,Has child,1 child,275.00,59.00,107.00,69.00,101.00,59.00
39,Postgraduate,Alone,52614.00,990.00,22.40,Has child,1 child,789.00,0.00,142.00,12.00,9.00,38.00
40,Postgraduate,In couple,26751.00,11.00,4.50,Has child,2 children,1.00,1.00,5.00,0.00,3.00,1.00
51,Postgraduate,In couple,81300.00,1241.00,23.47,Has child,1 child,1004.00,12.00,145.00,32.00,12.00,36.00
35,Postgraduate,Alone,70337.00,576.00,9.17,No child,No child,187.00,81.00,149.00,25.00,43.00,91.00
29,Undergraduate,In couple,36145.00,172.00,15.83,Has child,1 child,56.00,4.00,76.00,17.00,1.00,18.00
34,Postgraduate,Alone,65295.00,664.00,9.50,No child,No child,365.00,32.00,117.00,34.00,110.00,6.00
51,Postgraduate,Alone,68118.00,928.00,11.70,Has child,1 child,595.00,23.00,123.00,10.00,23.00,154.00
47,Postgraduate,Alone,68743.00,2074.00,25.50,No child,No child,1132.00,134.00,384.00,175.00,134.00,115.00
32,Undergraduate,In couple,41039.00,467.00,14.53,No child,No child,34.00,11.00,137.00,179.00,61.00,45.00
59,Postgraduate,In couple,38946.00,257.00,11.50,Has child,1 child,116.00,6.00,82.00,6.00,6.00,41.00
47,Postgraduate,In couple,65777.00,1146.00,9.63,No child,No child,565.00,32.00,435.00,28.00,32.00,54.00
38,Postgraduate,Alone,66476.00,689.00,19.20,Has child,1 child,372.00,18.00,126.00,47.00,48.00,78.00
42,Postgraduate,Alone,86857.00,2114.00,25.07,No child,No child,899.00,102.00,838.00,133.00,102.00,40.00
32,Postgraduate,In couple,160803.00,1717.00,26.37,No child,No child,55.00,16.00,1622.00,17.00,3.00,4.00
25,Postgraduate,In couple,77845.00,1346.00,4.70,No child,No child,760.00,40.00,480.00,0.00,40.00,26.00
45,Postgraduate,In couple,69476.00,1044.00,12.30,No child,No child,260.00,86.00,559.00,63.00,9.00,67.00
54,Postgraduate,Alone,50611.00,493.00,24.33,Has child,1 child,459.00,0.00,24.00,6.00,0.00,4.00
44,Postgraduate,Alone,61209.00,957.00,13.50,No child,No child,466.00,0.00,224.00,119.00,49.00,99.00
56,Postgraduate,In couple,42315.00,270.00,14.97,Has child,1 child,67.00,15.00,80.00,17.00,11.00,80.00
62,Undergraduate,In couple,13084.00,29.00,11.20,No child,No child,2.00,0.00,7.00,3.00,7.00,10.00
65,Postgraduate,Alone,47570.00,121.00,16.43,Has child,2 children,67.00,1.00,20.00,0.00,2.00,31.00
53,Postgraduate,In couple,61923.00,126.00,14.50,Has child,2 children,92.00,4.00,18.00,3.00,3.00,6.00
19,Postgraduate,Alone,34824.00,23.00,6.40,No child,No child,4.00,2.00,11.00,2.00,0.00,4.00
65,Postgraduate,Alone,26518.00,57.00,18.13,Has child,2 children,20.00,1.00,28.00,3.00,3.00,2.00
53,Postgraduate,Alone,45938.00,636.00,11.17,No child,No child,273.00,11.00,178.00,62.00,83.00,29.00
54,Postgraduate,In couple,78468.00,1004.00,5.93,No child,No child,434.00,22.00,388.00,104.00,22.00,34.00
41,Postgraduate,Alone,78901.00,734.00,12.73,Has child,1 child,321.00,11.00,309.00,33.00,26.00,34.00
36,Postgraduate,In couple,71427.00,614.00,6.87,Has child,2 children,212.00,123.00,177.00,15.00,64.00,23.00
36,Postgraduate,Alone,71022.00,1453.00,7.83,Has child,1 child,909.00,12.00,278.00,0.00,12.00,242.00
26,Postgraduate,Alone,90247.00,1621.00,5.27,No child,No child,1184.00,32.00,352.00,21.00,16.00,16.00
46,Postgraduate,Alone,41335.00,187.00,9.40,Has child,1 child,112.00,19.00,21.00,16.00,14.00,5.00
28,Postgraduate,In couple,71952.00,1443.00,21.07,Has child,1 child,656.00,80.00,455.00,52.00,107.00,93.00
44,Postgraduate,Alone,35682.00,57.00,3.30,Has child,1 child,23.00,0.00,8.00,6.00,2.00,18.00
63,Postgraduate,Alone,43185.00,637.00,18.07,Has child,1 child,537.00,6.00,42.00,16.00,6.00,30.00
66,Postgraduate,In couple,66375.00,948.00,10.57,Has child,1 child,712.00,0.00,45.00,0.00,0.00,191.00
43,Postgraduate,In couple,35178.00,59.00,21.07,Has child,1 child,23.00,1.00,13.00,2.00,2.00,18.00
28,Postgraduate,In couple,25252.00,18.00,14.97,Has child,1 child,1.00,3.00,4.00,2.00,2.00,6.00
49,Postgraduate,Alone,55250.00,903.00,23.77,Has child,1 child,664.00,58.00,83.00,32.00,0.00,66.00
39,Postgraduate,Alone,33249.00,112.00,19.70,Has child,1 child,6.00,10.00,21.00,19.00,14.00,42.00
61,Postgraduate,In couple,58398.00,596.00,16.93,No child,No child,299.00,5.00,201.00,21.00,21.00,49.00
32,Postgraduate,In couple,50272.00,233.00,14.10,Has child,1 child,99.00,13.00,66.00,43.00,8.00,4.00
39,Postgraduate,In couple,76618.00,1511.00,22.20,No child,No child,749.00,40.00,294.00,121.00,160.00,147.00
54,Undergraduate,Alone,87305.00,1152.00,24.70,No child,No child,345.00,25.00,501.00,63.00,138.00,80.00
36,Postgraduate,In couple,25851.00,48.00,20.00,Has child,1 child,9.00,4.00,18.00,7.00,5.00,5.00
44,Postgraduate,Alone,58710.00,1185.00,18.40,Has child,1 child,440.00,81.00,368.00,0.00,122.00,174.00
56,Postgraduate,Alone,45160.00,21.00,6.30,Has child,2 children,8.00,2.00,5.00,3.00,0.00,3.00
49,Postgraduate,In couple,74806.00,965.00,21.80,Has child,1 child,670.00,9.00,249.00,0.00,28.00,9.00
60,Postgraduate,In couple,59111.00,869.00,17.33,No child,No child,524.00,0.00,134.00,28.00,28.00,155.00
30,Postgraduate,In couple,18988.00,16.00,4.47,Has child,1 child,6.00,0.00,6.00,2.00,1.00,1.00
49,Postgraduate,In couple,72190.00,1947.00,19.93,No child,No child,597.00,166.00,597.00,172.00,166.00,249.00
38,Postgraduate,In couple,7500.00,71.00,26.47,Has child,1 child,7.00,0.00,12.00,13.00,7.00,32.00
48,Postgraduate,In couple,44794.00,65.00,3.93,Has child,1 child,54.00,0.00,7.00,0.00,0.00,4.00
59,Postgraduate,In couple,80395.00,1380.00,10.50,No child,No child,445.00,25.00,706.00,80.00,76.00,48.00
38,Postgraduate,Alone,75012.00,1027.00,8.40,No child,No child,294.00,142.00,218.00,164.00,58.00,151.00
49,Postgraduate,In couple,56962.00,411.00,11.93,Has child,3 children,292.00,3.00,77.00,10.00,3.00,26.00
23,Postgraduate,In couple,89891.00,836.00,17.90,No child,No child,412.00,22.00,132.00,59.00,28.00,183.00
65,Postgraduate,Alone,35946.00,11.00,12.40,Has child,2 children,8.00,0.00,3.00,0.00,0.00,0.00
61,Postgraduate,In couple,53593.00,480.00,26.27,Has child,2 children,349.00,4.00,78.00,6.00,0.00,43.00
36,Postgraduate,In couple,66373.00,606.00,15.97,Has child,2 children,328.00,9.00,124.00,12.00,24.00,109.00
66,Postgraduate,Alone,45072.00,284.00,11.77,Has child,3 children,144.00,2.00,99.00,7.00,2.00,30.00
41,Postgraduate,Alone,89694.00,1472.00,12.00,Has child,2 children,1126.00,28.00,211.00,37.00,28.00,42.00
65,Postgraduate,In couple,72025.00,1677.00,5.27,No child,No child,967.00,0.00,617.00,43.00,50.00,0.00
41,Postgraduate,In couple,67432.00,1335.00,18.47,Has child,1 child,432.00,79.00,341.00,177.00,136.00,170.00
62,Postgraduate,In couple,70545.00,334.00,4.10,Has child,1 child,138.00,39.00,63.00,55.00,18.00,21.00
25,Undergraduate,In couple,17487.00,18.00,18.83,Has child,1 child,0.00,0.00,1.00,7.00,4.00,6.00
45,Postgraduate,In couple,62882.00,1338.00,26.20,Has child,1 child,509.00,133.00,497.00,78.00,24.00,97.00
61,Postgraduate,Alone,64108.00,1099.00,18.67,Has child,1 child,948.00,10.00,86.00,13.00,21.00,21.00
58,Postgraduate,In couple,34941.00,97.00,19.23,Has child,2 children,39.00,2.00,25.00,4.00,3.00,24.00
64,Postgraduate,Alone,48767.00,63.00,9.20,Has child,3 children,28.00,1.00,21.00,3.00,0.00,10.00
36,Undergraduate,In couple,38702.00,109.00,14.30,Has child,1 child,13.00,11.00,24.00,13.00,8.00,40.00
50,Postgraduate,In couple,82224.00,902.00,8.40,No child,No child,307.00,26.00,360.00,138.00,31.00,40.00
62,Postgraduate,In couple,83844.00,1574.00,17.00,No child,No child,901.00,31.00,345.00,75.00,31.00,191.00
39,Undergraduate,In couple,17003.00,38.00,9.97,Has child,1 child,2.00,5.00,12.00,4.00,8.00,7.00
19,Postgraduate,Alone,71163.00,960.00,6.97,No child,No child,283.00,17.00,372.00,138.00,106.00,44.00
44,Postgraduate,Alone,33697.00,28.00,12.80,Has child,1 child,4.00,3.00,7.00,0.00,3.00,11.00
60,Undergraduate,In couple,63564.00,1215.00,8.27,No child,No child,769.00,80.00,252.00,15.00,34.00,65.00
42,Postgraduate,In couple,83443.00,1497.00,9.23,No child,No child,518.00,42.00,742.00,55.00,56.00,84.00
56,Postgraduate,In couple,51518.00,449.00,12.20,Has child,1 child,350.00,8.00,66.00,17.00,4.00,4.00
39,Postgraduate,Alone,58330.00,1064.00,9.43,Has child,1 child,445.00,53.00,213.00,104.00,98.00,151.00
45,Postgraduate,In couple,80952.00,1757.00,19.43,No child,No child,778.00,178.00,689.00,41.00,27.00,44.00
35,Postgraduate,In couple,75507.00,1440.00,5.17,No child,No child,709.00,93.00,374.00,104.00,80.00,80.00
36,Undergraduate,In couple,63855.00,1006.00,20.07,No child,No child,359.00,35.00,314.00,93.00,116.00,89.00
42,Postgraduate,In couple,62220.00,1226.00,26.13,Has child,1 child,799.00,12.00,375.00,16.00,12.00,12.00
50,Postgraduate,In couple,58512.00,1171.00,12.67,Has child,1 child,895.00,10.00,101.00,13.00,0.00,152.00
35,Postgraduate,In couple,40662.00,92.00,18.93,Has child,1 child,40.00,2.00,23.00,0.00,4.00,23.00
55,Postgraduate,In couple,38829.00,99.00,6.03,Has child,1 child,76.00,0.00,7.00,0.00,0.00,16.00
33,Undergraduate,In couple,35523.00,66.00,12.20,Has child,1 child,11.00,5.00,22.00,12.00,5.00,11.00
47,Postgraduate,Alone,79146.00,564.00,5.43,Has child,2 children,245.00,16.00,223.00,21.00,43.00,16.00
26,Postgraduate,In couple,78285.00,1427.00,11.37,No child,No child,647.00,107.00,391.00,175.00,67.00,40.00
36,Postgraduate,Alone,31626.00,86.00,17.07,Has child,1 child,39.00,1.00,9.00,2.00,1.00,34.00
62,Postgraduate,Alone,75127.00,833.00,4.50,No child,No child,203.00,35.00,305.00,46.00,17.00,227.00
59,Postgraduate,In couple,48726.00,242.00,17.50,Has child,1 child,138.00,3.00,38.00,4.00,0.00,59.00
37,Postgraduate,In couple,74985.00,1869.00,25.10,No child,No child,587.00,51.00,898.00,247.00,0.00,86.00
27,Postgraduate,In couple,67430.00,1364.00,25.30,No child,No child,595.00,97.00,291.00,127.00,133.00,121.00
49,Undergraduate,In couple,46891.00,183.00,13.27,Has child,1 child,43.00,12.00,23.00,29.00,15.00,61.00
58,Postgraduate,In couple,62058.00,450.00,16.53,Has child,1 child,301.00,7.00,74.00,10.00,0.00,58.00
35,Postgraduate,In couple,72063.00,758.00,15.27,Has child,1 child,180.00,32.00,348.00,76.00,32.00,90.00
63,Postgraduate,In couple,78939.00,1507.00,9.87,No child,No child,794.00,115.00,243.00,150.00,0.00,205.00
49,Postgraduate,Alone,42720.00,654.00,17.60,Has child,2 children,392.00,5.00,91.00,28.00,26.00,112.00
42,Postgraduate,In couple,33622.00,81.00,17.97,Has child,2 children,39.00,1.00,22.00,3.00,4.00,12.00
57,Postgraduate,In couple,6835.00,137.00,22.17,Has child,1 child,107.00,2.00,12.00,2.00,2.00,12.00
61,Postgraduate,In couple,41452.00,16.00,19.23,Has child,2 children,13.00,0.00,3.00,0.00,0.00,0.00
49,Postgraduate,Alone,40760.00,93.00,13.33,Has child,1 child,70.00,0.00,17.00,0.00,0.00,6.00
56,Postgraduate,In couple,74250.00,1158.00,8.37,No child,No child,680.00,11.00,392.00,75.00,0.00,0.00
59,Postgraduate,Alone,51124.00,43.00,9.67,Has child,2 children,26.00,1.00,11.00,0.00,1.00,4.00
43,Postgraduate,Alone,72258.00,1525.00,12.90,Has child,1 child,522.00,0.00,522.00,227.00,120.00,134.00
40,Postgraduate,Alone,71466.00,1230.00,6.07,No child,No child,412.00,12.00,546.00,78.00,182.00,0.00
38,Postgraduate,In couple,36283.00,29.00,5.77,Has child,2 children,6.00,5.00,5.00,8.00,0.00,5.00
44,Postgraduate,Alone,20587.00,25.00,4.87,Has child,1 child,2.00,3.00,6.00,4.00,1.00,9.00
42,Postgraduate,In couple,30467.00,24.00,6.63,Has child,1 child,1.00,3.00,8.00,2.00,5.00,5.00
42,Postgraduate,In couple,31590.00,38.00,15.77,Has child,1 child,6.00,2.00,15.00,6.00,6.00,3.00
28,Undergraduate,In couple,20425.00,57.00,23.50,Has child,1 child,4.00,12.00,5.00,3.00,16.00,17.00
54,Postgraduate,In couple,17144.00,47.00,7.70,Has child,2 children,18.00,2.00,19.00,0.00,2.00,6.00
46,Postgraduate,Alone,42564.00,813.00,21.33,Has child,1 child,324.00,48.00,186.00,39.00,18.00,198.00
36,Postgraduate,In couple,43783.00,629.00,4.27,Has child,1 child,327.00,9.00,125.00,25.00,4.00,139.00
38,Postgraduate,Alone,40780.00,377.00,25.20,Has child,1 child,229.00,27.00,71.00,13.00,3.00,34.00
69,Postgraduate,In couple,62847.00,1612.00,20.90,No child,No child,521.00,168.00,706.00,80.00,76.00,61.00
57,Postgraduate,In couple,82017.00,729.00,23.20,No child,No child,184.00,23.00,446.00,30.00,23.00,23.00
64,Postgraduate,Alone,16813.00,50.00,14.73,No child,No child,4.00,8.00,11.00,12.00,2.00,13.00
36,Postgraduate,In couple,51267.00,270.00,11.33,Has child,2 children,183.00,2.00,64.00,7.00,2.00,12.00
53,Postgraduate,Alone,46524.00,177.00,18.23,Has child,1 child,31.00,19.00,35.00,26.00,14.00,52.00
52,Postgraduate,Alone,45183.00,315.00,20.73,No child,No child,219.00,3.00,60.00,12.00,9.00,12.00
60,Postgraduate,In couple,70421.00,767.00,3.27,Has child,1 child,479.00,28.00,136.00,75.00,14.00,35.00
49,Undergraduate,Alone,60161.00,1071.00,23.70,Has child,1 child,584.00,44.00,212.00,46.00,8.00,177.00
41,Postgraduate,In couple,73926.00,1580.00,19.37,No child,No child,627.00,91.00,597.00,159.00,91.00,15.00
46,Postgraduate,In couple,19329.00,60.00,9.80,Has child,1 child,24.00,1.00,16.00,12.00,2.00,5.00
44,Postgraduate,In couple,61872.00,573.00,9.83,Has child,1 child,330.00,5.00,159.00,36.00,27.00,16.00
58,Postgraduate,Alone,46984.00,41.00,18.57,Has child,2 children,19.00,1.00,10.00,2.00,1.00,8.00
63,Postgraduate,In couple,34838.00,170.00,20.77,Has child,2 children,28.00,23.00,29.00,29.00,14.00,47.00
70,Postgraduate,Alone,82716.00,1167.00,11.10,No child,No child,606.00,148.00,228.00,15.00,148.00,22.00
56,Postgraduate,In couple,48192.00,1526.00,18.20,No child,No child,1039.00,43.00,204.00,153.00,58.00,29.00
38,Postgraduate,In couple,49681.00,458.00,11.13,Has child,2 children,411.00,0.00,26.00,0.00,0.00,21.00
43,Postgraduate,In couple,56850.00,63.00,6.50,Has child,1 child,34.00,1.00,19.00,2.00,7.00,0.00
57,Postgraduate,In couple,55267.00,405.00,11.60,Has child,1 child,161.00,28.00,136.00,32.00,3.00,45.00
42,Postgraduate,In couple,59666.00,1027.00,18.70,Has child,2 children,623.00,53.00,178.00,23.00,17.00,133.00
42,Postgraduate,Alone,72504.00,1478.00,18.20,Has child,1 child,604.00,26.00,470.00,123.00,161.00,94.00
33,Postgraduate,In couple,26872.00,72.00,11.77,No child,No child,3.00,10.00,8.00,3.00,16.00,32.00
